sep=,
DeviceTag:,Xsens_DOT_5,,,,,,,,,,,,,,,,,
FirmwareVersion:,3.0.0,,,,,,,,,,,,,,,,,
AppVersion:,2023.6.1,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2025-05-05 11:32:50.670 +0200,,,,,,,,,,,,,,,,,
 2025,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
1, 1563709728, 0.19843413, -0.40099302, -0.119954996, 0.88625073, -0.05388791, 0.010230971, -0.07924271, 0
2, 1563726395, 0.19840744, -0.40100467, -0.11990585, 0.88625807, -0.030716017, 0.011192635, -0.08573151, 0
3, 1563743062, 0.19838133, -0.40103155, -0.11986834, 0.8862568, -0.019605216, 0.011046122, -0.07927513, 0
4, 1563759729, 0.19836423, -0.40106297, -0.11981645, 0.8862534, -0.008190185, 0.017248103, -0.10406494, 0
5, 1563776396, 0.19833887, -0.40108782, -0.119751796, 0.8862566, -0.008884417, 0.030088477, -0.10261536, 0
6, 1563793063, 0.19832343, -0.40108982, -0.11970497, 0.8862656, -0.0096340785, 0.01667563, -0.09913063, 0
7, 1563809730, 0.19831401, -0.40106297, -0.1196681, 0.8862849, -0.012679582, -0.0036676242, -0.093580246, 0
8, 1563826397, 0.198327, -0.40101343, -0.119655766, 0.8863059, -0.0035613717, -0.0014357355, -0.09451485, 0
9, 1563843064, 0.19835664, -0.40093026, -0.11964746, 0.88633806, -0.006717654, -0.031585623, -0.11486721, 0
10, 1563859731, 0.19842272, -0.40081376, -0.11967229, 0.8863725, -0.0050340425, -0.014387976, -0.09884739, 0
11, 1563876398, 0.19851726, -0.40066156, -0.11972003, 0.8864137, -0.011541567, -0.011743482, -0.097340584, 0
12, 1563893065, 0.1986683, -0.40048245, -0.11974816, 0.8864571, 0.0034720502, 0.011420506, -0.09228706, 0
13, 1563909732, 0.19884066, -0.40028068, -0.11979167, 0.8865036, -0.0021846995, -0.016463965, -0.09094715, 0
14, 1563926399, 0.19903153, -0.40005213, -0.119866565, 0.88655394, -0.012691764, -0.010497286, -0.09961891, 0
15, 1563943066, 0.19917266, -0.39977705, -0.119937375, 0.88663673, 0.011686067, 0.048074786, -0.093250275, 0
16, 1563959733, 0.19929038, -0.39942297, -0.11995778, 0.8867671, 0.006267303, 0.043652862, -0.08852577, 0
17, 1563976400, 0.19936186, -0.3990677, -0.1199723, 0.88690895, -0.021443889, 0.017456083, -0.086585045, 0
18, 1563993067, 0.19943057, -0.39871827, -0.11996172, 0.8870521, -0.02795443, 0.02080766, -0.09789562, 0
19, 1564009734, 0.19948448, -0.3983832, -0.11997342, 0.887189, -0.03149345, 0.010150617, -0.088912964, 0
20, 1564026401, 0.19955277, -0.3981055, -0.1200051, 0.887294, -0.027697083, -0.012875352, -0.099155426, 0
21, 1564043068, 0.19966146, -0.39789957, -0.12001571, 0.8873605, -0.04364448, -0.034298733, -0.07539463, 0
22, 1564059735, 0.19978802, -0.39775014, -0.12003821, 0.88739586, -0.028632903, 0.01501845, -0.09588528, 0
23, 1564076402, 0.19988117, -0.39764014, -0.12005277, 0.8874222, -0.0046716165, 0.029445987, -0.10312176, 0
24, 1564093069, 0.19991955, -0.3975448, -0.120047495, 0.887457, -0.0075889356, 0.033818964, -0.09607124, 0
25, 1564109736, 0.19989485, -0.39747885, -0.120029554, 0.8874945, -0.029750915, 0.023974782, -0.083642006, 0
26, 1564126403, 0.19986428, -0.39741984, -0.11998101, 0.8875344, -0.017337676, 0.0062042726, -0.097639084, 0
27, 1564143070, 0.19985557, -0.39738616, -0.11992873, 0.88755864, -0.02281514, -0.017437475, -0.093486786, 0
28, 1564159737, 0.19985674, -0.3973643, -0.11990028, 0.8875719, -0.03004313, 0.014067961, -0.1022892, 0
29, 1564176404, 0.1998428, -0.3973424, -0.11986864, 0.88758904, -0.020934196, 0.011241752, -0.10284042, 0
30, 1564193071, 0.19983236, -0.39733908, -0.1198587, 0.88759434, -0.028389024, 0.0015891771, -0.09970093, 0
31, 1564209738, 0.19981943, -0.3973642, -0.11986199, 0.88758546, -0.010450907, -0.0134253055, -0.08491516, 0
32, 1564226405, 0.19980964, -0.39739835, -0.11986759, 0.8875717, -0.0056608566, 0.0050722915, -0.0872612, 0
33, 1564243072, 0.19983512, -0.3973212, -0.11989686, 0.88759655, 0.050191958, -0.008681467, -0.105353355, 0
34, 1564259739, 0.19988513, -0.39718884, -0.11999963, 0.88763064, -0.005722756, -0.0951997, -0.10853577, 0
35, 1564276406, 0.20014709, -0.39696562, -0.12007688, 0.8876611, -0.013955283, 0.006886546, -0.06119442, 0
36, 1564293073, 0.2004734, -0.39679465, -0.120042026, 0.8876685, -0.06913946, 0.048838474, -0.0739212, 0
38, 1564326407, 0.2009412, -0.3964748, -0.119910896, 0.8877234, -0.025806945, 0.08404908, -0.093256, 0
39, 1564343074, 0.20083162, -0.39644665, -0.11986926, 0.8877665, -0.07232924, 0.29282314, -0.0815649, 0
40, 1564359741, 0.20027599, -0.39683, -0.119621634, 0.8877541, -0.095951624, 0.4140806, -0.060944557, 0
42, 1564393075, 0.198263, -0.39905936, -0.11817801, 0.88739985, -0.25068673, -0.16095726, -0.027745247, 0
44, 1564426409, 0.19698186, -0.40291232, -0.11614535, 0.88621163, -0.07509186, -0.23155305, -0.05607319, 0
