sep=,
DeviceTag:,Xsens_DOT_5,,,,,,,,,,,,,,,,,
FirmwareVersion:,3.0.0,,,,,,,,,,,,,,,,,
AppVersion:,2023.6.1,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2025-05-05 11:38:09.190 +0200,,,,,,,,,,,,,,,,,
 2025,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
1, 1882199431, 0.8845346, -0.10603383, 0.3930831, -0.22768791, -0.06937462, 0.11441762, -0.103863716, 0
2, 1882216098, 0.88453275, -0.106097974, 0.39308012, -0.22767007, -0.077957295, 0.10947726, -0.1033268, 0
3, 1882232765, 0.88452804, -0.10612811, 0.39308104, -0.22767273, -0.06470812, 0.10091096, -0.09570503, 0
4, 1882249432, 0.88452405, -0.10610863, 0.39308435, -0.22769152, -0.091668695, 0.10368269, -0.08430767, 0
5, 1882266099, 0.88452995, -0.10605736, 0.39307424, -0.22770983, -0.11147798, 0.08926252, -0.10050869, 0
6, 1882282766, 0.884562, -0.10597505, 0.3930193, -0.22771838, -0.12033491, 0.11369791, -0.11091137, 0
7, 1882299433, 0.8845936, -0.105947904, 0.39295384, -0.22772126, -0.0780505, 0.13142987, -0.12730598, 0
8, 1882316100, 0.884607, -0.10594839, 0.39292488, -0.22771889, -0.0708317, 0.12912193, -0.118777275, 0
9, 1882332767, 0.88459444, -0.10598519, 0.39293912, -0.227726, -0.06959523, 0.12994021, -0.109007835, 0
10, 1882349434, 0.88456017, -0.10599672, 0.39300656, -0.22773719, -0.066958, 0.12268319, -0.09090996, 0
11, 1882366101, 0.88451684, -0.10602309, 0.39308518, -0.22775784, -0.0827094, 0.11658173, -0.10084534, 0
12, 1882382768, 0.8844736, -0.106060535, 0.39316994, -0.227762, -0.07057422, 0.12238525, -0.11449146, 0
13, 1882399435, 0.8844338, -0.10608164, 0.39325958, -0.22775185, -0.088397585, 0.10058111, -0.10710716, 0
14, 1882416102, 0.8844078, -0.10608961, 0.3933226, -0.22774015, -0.109522246, 0.10460311, -0.105220795, 0
15, 1882432769, 0.8843989, -0.10603817, 0.39336804, -0.22772013, -0.10347689, 0.07889907, -0.08899212, 0
16, 1882449436, 0.8844114, -0.106008634, 0.39337197, -0.2276788, -0.08091817, 0.14662796, -0.12282753, 0
17, 1882466103, 0.8844052, -0.106051154, 0.39339173, -0.22764912, -0.05940885, 0.1304678, -0.10964584, 0
18, 1882482770, 0.88437915, -0.106120706, 0.39343604, -0.2276412, -0.062147107, 0.0906259, -0.08944321, 0
19, 1882499437, 0.8843506, -0.10614896, 0.39349863, -0.22763053, -0.07846758, 0.08389715, -0.09953117, 0
20, 1882516104, 0.88432354, -0.1061524, 0.39356965, -0.22761124, -0.08271499, 0.08615637, -0.099788666, 0
21, 1882532771, 0.88431627, -0.10613705, 0.39361, -0.22757684, -0.09534236, 0.1086007, -0.12317562, 0
22, 1882549438, 0.884305, -0.10613063, 0.39364296, -0.22756644, -0.08039672, 0.10124103, -0.11714077, 0
23, 1882566105, 0.8842853, -0.10613849, 0.39369068, -0.22755733, -0.08524807, 0.10510188, -0.108457565, 0
24, 1882582772, 0.88424647, -0.10615279, 0.39376292, -0.22757643, -0.053338237, 0.15501545, -0.124139786, 0
25, 1882599439, 0.88416475, -0.106181964, 0.3938841, -0.22767071, -0.05136149, 0.12309305, -0.091199875, 0
26, 1882616106, 0.8840773, -0.106175415, 0.3940368, -0.22774887, -0.071636125, 0.057982948, -0.095479965, 0
27, 1882632773, 0.88401276, -0.10615257, 0.39416808, -0.22778334, -0.098733716, 0.09258443, -0.10618019, 0
28, 1882649440, 0.8839787, -0.10610598, 0.39424247, -0.22780804, -0.09826837, 0.10521979, -0.12410259, 0
29, 1882666107, 0.8839655, -0.10604365, 0.39427465, -0.22783312, -0.10249589, 0.07389338, -0.10601616, 0
30, 1882682774, 0.8839682, -0.10597934, 0.39428908, -0.22782695, -0.07914169, 0.095198974, -0.115550995, 0
31, 1882699441, 0.88397276, -0.10594034, 0.39430472, -0.22780055, -0.076455735, 0.09788219, -0.119688034, 0
32, 1882716108, 0.88398504, -0.10593246, 0.39428777, -0.22778566, -0.0902476, 0.1434443, -0.12684631, 0
33, 1882732775, 0.88401496, -0.10595765, 0.39420703, -0.2277976, -0.09414098, 0.14397565, -0.12581444, 0
34, 1882749442, 0.8840515, -0.106016934, 0.39406016, -0.22788274, -0.10158977, 0.15750058, -0.1060276, 0
35, 1882766109, 0.88410556, -0.10610683, 0.3938575, -0.22798118, -0.097457685, 0.08840764, -0.101278305, 0
37, 1882799443, 0.88428706, -0.10615228, 0.3934487, -0.22796239, -0.05967103, 0.10163542, -0.07952404, 0
38, 1882816110, 0.8843447, -0.10614697, 0.39334753, -0.22791566, -0.021169359, 0.115933485, -0.10216427, 0
39, 1882832777, 0.88432497, -0.106148705, 0.39337817, -0.22793847, -0.004636329, 0.12477851, -0.09601402, 0
41, 1882866111, 0.8841624, -0.10618513, 0.39364907, -0.22808453, -0.07718126, 0.109258495, -0.109737396, 0
42, 1882882778, 0.88406783, -0.10625981, 0.39377344, -0.22820127, -0.079189524, 0.1031557, -0.14121437, 0
45, 1882932779, 0.8839899, -0.10631067, 0.39381444, -0.22840871, -0.13057627, 0.109916575, -0.12200642, 0
47, 1882966113, 0.884154, -0.10634948, 0.39344636, -0.22839046, -0.08033749, 0.045396432, -0.117238045, 0
49, 1882999447, 0.8842621, -0.10639647, 0.3932193, -0.22834077, -0.030094007, 0.08586988, -0.0887661, 0
50, 1883016114, 0.88425773, -0.10638361, 0.39324474, -0.22831964, -0.022876775, 0.068669714, -0.08603954, 0
51, 1883032781, 0.88421506, -0.106329285, 0.39336896, -0.22829643, -0.028827807, 0.08813429, -0.09453297, 0
53, 1883066115, 0.8841061, -0.10616303, 0.3937473, -0.22814381, -0.063040264, 0.07449581, -0.105106354, 0
54, 1883082782, 0.88406116, -0.106093355, 0.39392912, -0.2280361, -0.1013363, 0.08661557, -0.11461258, 0
55, 1883099449, 0.8840384, -0.10598542, 0.39407167, -0.2279284, -0.09141032, 0.084955655, -0.0975647, 0
57, 1883132783, 0.88400954, -0.105829164, 0.3942637, -0.22778094, -0.10425181, 0.09706771, -0.12439251, 0
58, 1883149450, 0.8840289, -0.10575954, 0.39427486, -0.22771838, -0.106325336, 0.099536635, -0.11593437, 0
62, 1883216118, 0.8841799, -0.10581344, 0.39397427, -0.22762755, -0.086495936, 0.07448251, -0.10117912, 0
64, 1883249452, 0.8842695, -0.105818614, 0.39379764, -0.22758259, -0.049375575, 0.08509172, -0.11550999, 0
65, 1883266119, 0.8843193, -0.10578825, 0.3937136, -0.22754866, -0.064959794, 0.058596045, -0.10248852, 0
66, 1883282786, 0.8843639, -0.10575463, 0.39365464, -0.2274929, -0.061732713, 0.09113109, -0.093455315, 0
68, 1883316120, 0.88443154, -0.1056537, 0.39359987, -0.22737138, -0.08161285, 0.08172757, -0.106152534, 0
69, 1883332787, 0.8844596, -0.10561736, 0.39358196, -0.22731042, -0.04968626, 0.0969046, -0.09671593, 0
70, 1883349454, 0.88447154, -0.10560854, 0.39358974, -0.2272546, -0.043528926, 0.081119165, -0.117816925, 0
72, 1883382788, 0.8844496, -0.10557018, 0.39368606, -0.22719094, -0.06627338, 0.057709146, -0.08561611, 0
73, 1883399455, 0.8844211, -0.10552138, 0.39378682, -0.22715008, -0.06255144, 0.070607685, -0.11660576, 0
74, 1883416122, 0.88440114, -0.105503075, 0.39387724, -0.22707886, -0.051132165, 0.07198118, -0.10283089, 0
78, 1883482790, 0.8841902, -0.10524214, 0.3945415, -0.22686835, -0.002562576, 0.111821964, -0.092889786, 0
80, 1883516124, 0.8839039, -0.10504292, 0.39522666, -0.22688413, -0.07736007, 0.023843747, -0.09363365, 0
