sep=,
DeviceTag:,Xsens_DOT_3,,,,,,,,,,,,,,,,,
FirmwareVersion:,3.0.0,,,,,,,,,,,,,,,,,
AppVersion:,2023.6.1,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2025-05-05 11:41:02.035 +0200,,,,,,,,,,,,,,,,,
 2025,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
1, 2055052888, -0.6249503, -0.09657638, 0.75917673, -0.15415469, 0.12647079, 0.07426679, 0.08934116, 0
2, 2055069555, -0.6248862, -0.09679424, 0.75916475, -0.15433657, 0.13235007, 0.06522245, 0.03831768, 0
3, 2055086222, -0.6247959, -0.09700611, 0.7591832, -0.15447849, 0.15938753, 0.10643997, 0.021800041, 0
4, 2055102889, -0.6247782, -0.09698336, 0.75920725, -0.15444632, 0.1514649, 0.1594105, 0.017803192, 0
5, 2055119556, -0.6247356, -0.09704268, 0.75921315, -0.15455201, 0.1683437, 0.15138602, 0.014535904, 0
6, 2055136223, -0.62469244, -0.09703401, 0.75922847, -0.15465675, 0.14525615, 0.14823502, 0.015823364, 0
7, 2055152890, -0.62464637, -0.096985266, 0.75925297, -0.15475261, 0.16091144, 0.13846508, -0.002456665, 0
8, 2055169557, -0.6246139, -0.09687353, 0.75929505, -0.15474744, 0.13612074, 0.08910623, 0.004098892, 0
9, 2055186224, -0.6245736, -0.09673038, 0.75936, -0.15468091, 0.12660712, 0.07339274, 0.044626236, 0
10, 2055202891, -0.6244952, -0.09675525, 0.759408, -0.1547462, 0.13065471, 0.03135137, 0.078038216, 0
11, 2055219558, -0.6243995, -0.09661714, 0.7595093, -0.1547217, 0.13326378, 0.052832987, 0.1039629, 0
12, 2055236225, -0.6242539, -0.09648177, 0.75964123, -0.15474616, 0.16323687, 0.11993308, 0.10042381, 0
13, 2055252892, -0.6241489, -0.09631212, 0.7597501, -0.15474066, 0.171725, 0.130429, 0.04355526, 0
14, 2055269559, -0.6240283, -0.0961776, 0.7598631, -0.1547566, 0.1656079, 0.12725824, 0.046369553, 0
15, 2055286226, -0.6238918, -0.0961598, 0.7599594, -0.15484488, 0.13174836, 0.13229416, 0.013323784, 0
16, 2055302893, -0.6238132, -0.0958037, 0.7601061, -0.15466179, 0.16975318, 0.13007756, 0.011454582, 0
17, 2055319560, -0.6236944, -0.095723, 0.76020014, -0.15472843, 0.16031243, 0.14289229, 0.031697273, 0
18, 2055336227, -0.6235978, -0.09567553, 0.7602774, -0.15476754, 0.19869274, 0.18212895, 0.047239304, 0
19, 2055352894, -0.6234949, -0.0956731, 0.7603579, -0.1547882, 0.17168209, 0.15702224, 0.029597282, 0
20, 2055369561, -0.62340784, -0.09565613, 0.7604422, -0.15473524, 0.17794582, 0.1713923, 0.036989212, 0
21, 2055386228, -0.6233338, -0.09561898, 0.7605227, -0.15466067, 0.1682771, 0.15800153, 0.05764389, 0
22, 2055402895, -0.62325484, -0.095609576, 0.7605981, -0.1546143, 0.18584476, 0.107748024, 0.053800583, 0
23, 2055419562, -0.6232357, -0.0952811, 0.76071906, -0.15429887, 0.19965877, 0.08630014, 0.06579399, 0
24, 2055436229, -0.623169, -0.09525888, 0.7607889, -0.1542375, 0.1432566, 0.1153057, 0.089879036, 0
25, 2055452896, -0.6230852, -0.09523772, 0.7608769, -0.15415563, 0.13414085, 0.08385846, 0.11012077, 0
26, 2055469563, -0.623011, -0.09534539, 0.760916, -0.15419556, 0.14629655, 0.05104319, 0.05326271, 0
27, 2055486230, -0.6229065, -0.09543865, 0.76098967, -0.15419671, 0.11220708, 0.044662304, 0.04699135, 0
28, 2055502897, -0.6228459, -0.09550674, 0.7610291, -0.15420459, 0.14536567, 0.06815936, 0.043307304, 0
29, 2055519564, -0.6228442, -0.09554039, 0.76101935, -0.15423866, 0.2093257, 0.08961447, 0.09220219, 0
30, 2055536231, -0.6228048, -0.09555779, 0.7610465, -0.15425298, 0.18007769, 0.073422834, 0.018850327, 0
31, 2055552898, -0.622791, -0.09548494, 0.7610842, -0.15416801, 0.12851459, 0.13313684, 0.05446911, 0
32, 2055569565, -0.6227779, -0.095573686, 0.7610699, -0.15423602, 0.14215738, 0.16212906, 0.04982376, 0
33, 2055586232, -0.6227518, -0.09560165, 0.76108223, -0.15426293, 0.07881916, 0.15269823, 0.026568413, 0
34, 2055602899, -0.622714, -0.09554246, 0.76112705, -0.1542315, 0.086807065, 0.14645684, -0.00385952, 0
35, 2055619566, -0.62268364, -0.09555158, 0.76115084, -0.1542312, 0.08247986, 0.12524459, 0.013949394, 0
36, 2055636233, -0.6227026, -0.09548659, 0.76116276, -0.15413627, 0.11133002, 0.11032217, 0.04668808, 0
37, 2055652900, -0.6227949, -0.09530995, 0.7611393, -0.15398891, 0.13224502, 0.080458574, 0.048502922, 0
38, 2055669567, -0.6228671, -0.09528011, 0.7610832, -0.15399209, 0.17504774, 0.056783997, 0.070916176, 0
39, 2055686234, -0.62294513, -0.09504916, 0.7610811, -0.1538295, 0.18097755, 0.058537036, 0.046278954, 0
40, 2055702901, -0.6230186, -0.09485935, 0.76107335, -0.15368676, 0.17160743, 0.05053536, 0.014809608, 0
41, 2055719568, -0.62307423, -0.09478293, 0.76105684, -0.15359041, 0.08199662, 0.0267728, -0.0053281784, 0
42, 2055736235, -0.6231078, -0.094682276, 0.7610625, -0.15348768, 0.038919862, 0.019645866, 0.016776085, 0
43, 2055752902, -0.62312514, -0.0946098, 0.7610712, -0.15341915, 0.11829831, 0.05600013, 0.04718685, 0
44, 2055769569, -0.62316394, -0.094572425, 0.76104957, -0.15339279, 0.122890554, 0.040255744, 0.032117844, 0
46, 2055802903, -0.62324476, -0.09466822, 0.7609615, -0.15344177, 0.15538353, 0.03981724, 0.09177971, 0
47, 2055819570, -0.62331706, -0.09477568, 0.76088065, -0.15348306, 0.1530429, 0.06637458, 0.042141914, 0
48, 2055836237, -0.62342143, -0.094929285, 0.7607578, -0.15357302, 0.20105885, 0.12317849, 0.039740562, 0
50, 2055869571, -0.62359786, -0.09518616, 0.7605433, -0.15375975, 0.14538981, 0.107976735, -0.008272171, 0
51, 2055886238, -0.6236615, -0.095144734, 0.76050115, -0.15373552, 0.14713188, 0.110168085, -0.010363579, 0
55, 2055952906, -0.62398493, -0.09518228, 0.76019377, -0.15392001, 0.15297808, 0.10224301, 0.11920643, 0
56, 2055969573, -0.62403524, -0.095139325, 0.76014274, -0.15399426, 0.14171705, 0.16341357, 0.04511261, 0
58, 2056002907, -0.62409276, -0.09491325, 0.7601122, -0.15405181, 0.123984426, 0.16051078, -0.03472805, 0
59, 2056019574, -0.6241347, -0.0947486, 0.76010495, -0.15401918, 0.094765596, 0.18674889, 0.0021629333, 0
60, 2056036241, -0.6241739, -0.09447394, 0.7601353, -0.15387876, 0.06696851, 0.19669548, 0.08286953, 0
62, 2056069575, -0.6240607, -0.093880504, 0.7603732, -0.15352643, 0.06204496, 0.17784573, 0.034524918, 0
63, 2056086242, -0.6240621, -0.09350637, 0.7604597, -0.15331873, 0.08223757, 0.1913287, 0.035342216, 0
64, 2056102909, -0.6241379, -0.093158945, 0.76048535, -0.1530955, 0.06612452, 0.1585299, 0.024894714, 0
67, 2056152910, -0.6247909, -0.09249525, 0.7601178, -0.15265904, 0.24670242, -0.09030206, 0.09815884, 0
70, 2056202911, -0.62762135, -0.09183523, 0.7578418, -0.15276271, 0.31457928, 0.01990802, 0.113176346, 0
73, 2056252912, -0.6294731, -0.090540335, 0.7563533, -0.15329254, 0.18546748, 0.25196537, -0.050658226, 0
75, 2056286246, -0.6294818, -0.08919879, 0.7564364, -0.15363277, -0.002210096, 0.34538308, -0.13278389, 0
77, 2056319580, -0.6289813, -0.08782242, 0.75703454, -0.15352945, -0.06678478, 0.21300368, -0.056225777, 0
78, 2056336247, -0.6286401, -0.08727617, 0.7574195, -0.1533395, -0.07277805, 0.17505378, 0.063715935, 0
79, 2056352914, -0.6284242, -0.086707085, 0.7577064, -0.15313046, -0.0027027186, 0.14332916, 0.12206173, 0
82, 2056402915, -0.62899774, -0.08439278, 0.75769913, -0.15210092, 0.09713784, 0.16412441, 0.23491383, 0
83, 2056419582, -0.62941515, -0.08376245, 0.7575104, -0.15166205, 0.049846966, 0.124224424, 0.15992641, 0
85, 2056452916, -0.63066095, -0.08213575, 0.7568221, -0.1508101, 0.05514735, 0.17706749, 0.058314323, 0
86, 2056469583, -0.63129395, -0.08135916, 0.7564916, -0.1502388, 0.07752904, 0.23942856, -0.024298668, 0
87, 2056486250, -0.6318455, -0.0806196, 0.7562292, -0.14963926, 0.08070785, 0.27967513, -0.066391945, 0
90, 2056536251, -0.6334987, -0.07854342, 0.75558424, -0.14698817, 0.15444298, 0.09750512, 0.08613014, 0
91, 2056552918, -0.63386476, -0.077901214, 0.7555369, -0.14599164, 0.16894674, 0.101150036, 0.07313061, 0
93, 2056586252, -0.6347291, -0.07667099, 0.7552906, -0.14415193, 0.18206695, 0.14496562, 0.070261955, 0
95, 2056619586, -0.6355909, -0.075755134, 0.7549004, -0.14287637, 0.1512463, -0.06011852, 0.06921768, 0
98, 2056669587, -0.6366397, -0.07553058, 0.7542121, -0.14195816, 0.18174599, 0.05463109, 0.056796074, 0
99, 2056686254, -0.6370571, -0.07570438, 0.7538824, -0.14174351, 0.21557198, 0.15378779, 0.058496475, 0
101, 2056719588, -0.6381394, -0.07635021, 0.7529495, -0.14148688, 0.24547891, 0.02217345, 0.009878159, 0
104, 2056769589, -0.63974595, -0.07768509, 0.7513784, -0.14185725, 0.124526665, 0.04129459, -0.03366089, 0
106, 2056802923, -0.6404801, -0.078056835, 0.7506886, -0.14199273, 0.17311391, 0.3144956, -0.00525856, 0
108, 2056836257, -0.6414087, -0.07782916, 0.74997956, -0.14167222, 0.15066516, 0.18564321, 0.15538311, 0
109, 2056852924, -0.6419413, -0.07747021, 0.7496282, -0.14131565, 0.17382722, 0.13470161, 0.25802803, 0
110, 2056869591, -0.64242846, -0.07705957, 0.74934644, -0.14081997, 0.14609611, 0.07499723, 0.2775383, 0
112, 2056902925, -0.64326584, -0.07614166, 0.74898684, -0.139403, 0.04063555, 0.13322844, 0.019054413, 0
113, 2056919592, -0.6436343, -0.07563525, 0.7488753, -0.13857369, -0.059961822, 0.11329927, -0.0049142838, 0
114, 2056936259, -0.6439084, -0.075107485, 0.7488514, -0.1377141, -0.07570473, 0.13750677, -0.101836205, 0
116, 2056969593, -0.6442351, -0.07420929, 0.7489568, -0.13609125, -0.038884997, 0.056632064, 0.031864166, 0
117, 2056986260, -0.64432126, -0.07400566, 0.7490121, -0.13548905, 0.05092966, -0.06109144, 0.019060135, 0
118, 2057002927, -0.64436024, -0.07390888, 0.7490552, -0.13511683, 0.116864644, -0.095700875, -0.14030361, 0
121, 2057052928, -0.64446664, -0.073479384, 0.74915284, -0.13430023, 0.11072474, 0.049294706, 0.07209873, 0
124, 2057102929, -0.64417756, -0.07325572, 0.7496625, -0.13295925, 0.060518816, -0.08581326, 0.06779671, 0
127, 2057152930, -0.6445028, -0.07478656, 0.7492545, -0.13282858, 0.20055325, -0.0795618, -0.04982376, 0
128, 2057169597, -0.64476746, -0.07572679, 0.74884486, -0.13332082, 0.31519037, 0.03606619, 0.013227463, 0
129, 2057186264, -0.6452815, -0.07679991, 0.7481412, -0.13416791, 0.31828022, -0.07920024, 0.1606493, 0
131, 2057219598, -0.64655656, -0.07951446, 0.7463328, -0.13649918, 0.44939828, -0.048740603, 0.16182137, 0
132, 2057236265, -0.64718163, -0.08133859, 0.7453561, -0.1377932, 0.5104839, 0.10721207, 0.08130169, 0
133, 2057252932, -0.64770806, -0.083272226, 0.744428, -0.13917539, 0.5099703, 0.24190229, -0.011338234, 0
135, 2057286266, -0.6483158, -0.08790432, 0.7429094, -0.1415906, 0.26357943, 0.32954383, -0.22685051, 0
137, 2057319600, -0.64822084, -0.09299448, 0.7418996, -0.14404717, 0.17096193, 0.3024104, -0.07600498, 0
139, 2057352934, -0.6477553, -0.09753351, 0.7412315, -0.14655727, 0.15744476, 0.13575053, 0.15490055, 0
141, 2057386268, -0.64739287, -0.10063713, 0.74071246, -0.14866924, 0.08261352, 0.19822648, 0.26051617, 0
143, 2057419602, -0.6469745, -0.10241935, 0.7406174, -0.1497432, 0.043086145, 0.389367, 0.057940483, 0
144, 2057436269, -0.6469214, -0.10259418, 0.7406062, -0.14990811, -0.027765226, 0.56680214, -0.012486458, 0
145, 2057452936, -0.64704293, -0.10230142, 0.7405497, -0.1498624, 0.10221426, 0.5406995, 0.053124428, 0
148, 2057502937, -0.6478431, -0.09983829, 0.7405764, -0.14792225, 0.03005981, 0.17569602, -0.10001373, 0
149, 2057519604, -0.6482418, -0.09881699, 0.74055326, -0.14697474, 0.014484534, 0.21116112, -0.11342621, 0
151, 2057552938, -0.64922905, -0.096364126, 0.7403754, -0.14513087, 0.08532294, 0.1404005, 0.13832664, 0
152, 2057569605, -0.64967114, -0.09513232, 0.7403143, -0.14427435, 0.15256369, 0.05239968, 0.12251568, 0
153, 2057586272, -0.6500011, -0.09396437, 0.7403361, -0.14343876, 0.019392878, 0.038040955, -0.029118538, 0
155, 2057619606, -0.6506272, -0.09187582, 0.74031085, -0.14207676, 0.051312763, -0.06266147, -0.06357765, 0
158, 2057669607, -0.6512333, -0.090819776, 0.7400255, -0.14146385, -0.012691198, 0.022829836, 0.061808586, 0
159, 2057686274, -0.65138906, -0.09091963, 0.73982745, -0.14171928, 0.07873199, 0.035863046, 0.041811943, 0
160, 2057702941, -0.65163696, -0.091083616, 0.7395269, -0.14204216, 0.12419989, 0.047156036, 0.05734825, 0
162, 2057736275, -0.65176874, -0.09196846, 0.73912996, -0.14293027, 0.13498975, 0.06564623, 0.106077194, 0
163, 2057752942, -0.65175587, -0.09256206, 0.7389608, -0.14347973, 0.010820262, 0.044322617, -0.009335518, 0
164, 2057769609, -0.65167683, -0.093120396, 0.7388548, -0.14402238, -0.022078162, 0.15695605, -0.06914711, 0
166, 2057802943, -0.65145487, -0.094090044, 0.73875606, -0.14489971, -0.0046459404, 0.17521745, -2.7656555E-4, 0
167, 2057819610, -0.6512843, -0.09455155, 0.7387831, -0.14522772, 0.0012445202, 0.120212585, -0.0855217, 0
168, 2057836277, -0.65110403, -0.09499512, 0.73881155, -0.14560191, 0.040268987, 0.13827054, -0.09576607, 0
170, 2057869611, -0.6507769, -0.09592962, 0.7387983, -0.1465154, 0.08661708, -0.04981545, 0.058267593, 0
172, 2057902945, -0.65025485, -0.09715696, 0.73891264, -0.14744537, 0.06527696, 0.09118175, 0.10880566, 0
174, 2057936279, -0.6498307, -0.09833745, 0.7389441, -0.14837158, 0.026830494, 0.045354214, 0.12636185, 0
176, 2057969613, -0.649538, -0.099226676, 0.73901486, -0.14870957, -0.051504537, 0.07189493, 0.03696537, 0
178, 2058002947, -0.6490956, -0.09972842, 0.7393427, -0.14867519, -8.444319E-4, 0.15417051, -0.040412903, 0
182, 2058069615, -0.6485464, -0.09946126, 0.7399992, -0.14798422, 0.19669229, 0.10832444, -0.017277718, 0
183, 2058086282, -0.6483749, -0.09933122, 0.7402069, -0.14778298, 0.18522698, 0.14897498, 0.027302742, 0
185, 2058119616, -0.64810693, -0.0991008, 0.7405569, -0.14735943, 0.15241483, 0.10703454, 0.067474365, 0
187, 2058152950, -0.6480305, -0.09898692, 0.7406956, -0.14707412, 0.2118715, 0.024155017, 0.05683899, 0
189, 2058186284, -0.6479297, -0.099124655, 0.74076235, -0.14708972, 0.11820348, 0.022093864, 0.10809612, 0
190, 2058202951, -0.64775276, -0.099345595, 0.7408853, -0.14710131, 0.11241808, 0.066355854, 0.056988716, 0
191, 2058219618, -0.6475559, -0.09955504, 0.7410251, -0.14712211, 0.09527562, 0.12801579, 0.014302254, 0
194, 2058269619, -0.64677584, -0.10032159, 0.74156976, -0.14728813, 0.0843292, 2.4016468E-4, 0.004053116, 0
