sep=,
DeviceTag:,Xsens_DOT_1,,,,,,,,,,,,,,,,,
FirmwareVersion:,3.0.0,,,,,,,,,,,,,,,,,
AppVersion:,2023.6.1,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2025-05-05 11:41:02.036 +0200,,,,,,,,,,,,,,,,,
 2025,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
1, 2055052888, 0.72213334, -0.041507646, 0.18694139, 0.66476744, -0.14197215, 0.02967956, 0.3704319, 0
2, 2055069555, 0.7221793, -0.0414903, 0.1869294, 0.6647221, -0.10853528, -0.028846415, 0.39255047, 0
3, 2055086222, 0.72219, -0.041439064, 0.1869362, 0.66471183, -0.06439854, -0.08345421, 0.39016247, 0
4, 2055102889, 0.72219646, -0.041366592, 0.18696953, 0.66469985, -0.038933005, -0.021838363, 0.41255188, 0
5, 2055119556, 0.7221998, -0.041293666, 0.18697204, 0.66470015, -0.06873948, -0.007939292, 0.39798737, 0
6, 2055136223, 0.72220933, -0.04121937, 0.18697885, 0.6646925, -0.06074146, -0.0053939824, 0.35420322, 0
7, 2055152890, 0.7221994, -0.041119132, 0.18697773, 0.6647097, -0.056641165, 0.023378504, 0.356328, 0
8, 2055169557, 0.7222195, -0.041009635, 0.18695931, 0.6646999, -0.056645595, 0.008965384, 0.35090256, 0
9, 2055186224, 0.722273, -0.040910445, 0.18695109, 0.6646503, -0.043331414, -0.019662378, 0.37145042, 0
10, 2055202891, 0.7222867, -0.040831394, 0.18695672, 0.6646385, -0.025430493, -0.08031536, 0.37769127, 0
11, 2055219558, 0.72227955, -0.040777687, 0.1869974, 0.66463816, -0.08925286, -0.08305182, 0.40328693, 0
12, 2055236225, 0.7222787, -0.040714506, 0.18706639, 0.66462356, -0.13056141, -0.04192628, 0.41662693, 0
13, 2055252892, 0.72225165, -0.040623844, 0.18711776, 0.6646439, -0.13047636, -0.061087433, 0.40953636, 0
14, 2055269559, 0.7222459, -0.04052121, 0.18719944, 0.6646336, -0.099549666, -0.021167906, 0.39118767, 0
15, 2055286226, 0.7221486, -0.040422983, 0.18725683, 0.66472924, -0.015564534, -0.007661186, 0.40700722, 0
16, 2055302893, 0.7221091, -0.040335324, 0.18731955, 0.6647596, -0.008195543, -0.0012461406, 0.33153915, 0
17, 2055319560, 0.7220972, -0.0402357, 0.1873598, 0.66476727, -0.0125201205, -0.016910097, 0.36268806, 0
18, 2055336227, 0.7220999, -0.040141895, 0.18739317, 0.6647606, -0.029813945, -0.030694867, 0.31666183, 0
19, 2055352894, 0.72224534, -0.03999464, 0.18741737, 0.6646048, -0.0661721, -0.023419855, 0.3690338, 0
20, 2055369561, 0.7222569, -0.039900206, 0.18744823, 0.66458917, -0.08793408, -0.0051795775, 0.35293007, 0
21, 2055386228, 0.72223824, -0.03978145, 0.18747398, 0.6646093, -0.052503556, -0.0033833156, 0.39876366, 0
22, 2055402895, 0.7222254, -0.03965208, 0.18749093, 0.6646262, -0.051752873, -0.0086774435, 0.37822914, 0
23, 2055419562, 0.72223175, -0.039516125, 0.18751164, 0.6646215, -0.028551796, -0.060285747, 0.3746662, 0
24, 2055436229, 0.72222906, -0.039414644, 0.18757379, 0.6646128, -0.077452995, -0.06155055, 0.36647415, 0
25, 2055452896, 0.7222348, -0.039322935, 0.18764865, 0.66459095, -0.12005913, -0.033938598, 0.4050827, 0
26, 2055469563, 0.7222117, -0.03925483, 0.1877109, 0.6646025, -0.14727946, -0.041031893, 0.37613297, 0
27, 2055486230, 0.7222052, -0.0391831, 0.18778394, 0.66459316, -0.09455756, -0.06844721, 0.35822964, 0
28, 2055502897, 0.7221927, -0.03913319, 0.18787451, 0.66458416, -0.04088445, -0.055475995, 0.37568378, 0
29, 2055519564, 0.722186, -0.039053492, 0.18797438, 0.6645678, -0.019045511, -0.015164628, 0.37851906, 0
30, 2055536231, 0.7221818, -0.038970083, 0.18807368, 0.66454923, -0.02957131, 0.020788101, 0.36417866, 0
31, 2055552898, 0.7222477, -0.038877144, 0.18816993, 0.66445565, -0.036783304, 0.0071528056, 0.353117, 0
32, 2055569565, 0.7222192, -0.038818307, 0.18827903, 0.66445917, -0.017837731, 0.020773405, 0.41322327, 0
33, 2055586232, 0.7221743, -0.038740505, 0.18836781, 0.6644874, -0.055568296, -0.0151573075, 0.391881, 0
34, 2055602899, 0.72217745, -0.03864396, 0.18844387, 0.66446817, -0.075458236, -0.06757841, 0.36144257, 0
35, 2055619566, 0.7221634, -0.0385424, 0.18852012, 0.6644678, -0.06798008, -0.04042835, 0.35863018, 0
36, 2055636233, 0.72217345, -0.038421653, 0.18858278, 0.66444606, -0.029992575, -0.026340835, 0.40271378, 0
37, 2055652900, 0.722159, -0.038287137, 0.18861467, 0.66446036, -0.024371825, -0.038243737, 0.38389397, 0
38, 2055669567, 0.7221455, -0.038181037, 0.18865138, 0.6644708, -0.03160863, -0.04366918, 0.35068703, 0
39, 2055686234, 0.72215354, -0.038086057, 0.18869518, 0.66445506, -0.014051016, -0.021802235, 0.37871552, 0
40, 2055702901, 0.7221433, -0.03798351, 0.18872435, 0.6644636, -0.03879235, 0.0020060288, 0.37747478, 0
41, 2055719568, 0.7221638, -0.037881937, 0.18875052, 0.6644397, -0.07568382, -0.043978464, 0.37275982, 0
42, 2055736235, 0.72214824, -0.037804175, 0.18878001, 0.66445273, -0.083326995, -0.07420775, 0.35708237, 0
43, 2055752902, 0.7221339, -0.037750073, 0.18882109, 0.6644596, -0.07818554, -0.06367917, 0.3769455, 0
44, 2055769569, 0.7221305, -0.037708495, 0.18884993, 0.6644576, -0.059520133, -0.06779058, 0.3958063, 0
45, 2055786236, 0.7221221, -0.037658922, 0.18887006, 0.66446376, -0.038813584, -0.07945874, 0.39701653, 0
46, 2055802903, 0.72212005, -0.037611105, 0.18887812, 0.66446626, -0.026771503, -0.027518133, 0.3616209, 0
47, 2055819570, 0.7221297, -0.037574936, 0.18887572, 0.6644585, -0.038572904, 0.0028615806, 0.36427593, 0
50, 2055869571, 0.7221432, -0.037456784, 0.18890572, 0.6644422, -0.048794933, -0.014401275, 0.3486166, 0
51, 2055886238, 0.7221706, -0.037434537, 0.18890055, 0.6644151, -0.06488335, -0.023283008, 0.38362122, 0
52, 2055902905, 0.7222394, -0.037380632, 0.18889049, 0.6643463, -0.04266866, -0.064698815, 0.38229084, 0
54, 2055936239, 0.722191, -0.03738223, 0.18886071, 0.66440725, -0.08974213, -0.04800807, 0.4002285, 0
55, 2055952906, 0.7221968, -0.03739879, 0.18888035, 0.6643944, -0.11197158, -0.054923058, 0.40678596, 0
56, 2055969573, 0.722185, -0.037413042, 0.18890691, 0.6643988, -0.089382045, -0.037486196, 0.3650236, 0
58, 2056002907, 0.7222604, -0.03741552, 0.18895473, 0.66430306, -3.409271E-4, 0.00696634, 0.3606758, 0
59, 2056019574, 0.7222798, -0.037409067, 0.18895379, 0.66428274, -0.003103184, -0.0020257537, 0.33933067, 0
60, 2056036241, 0.7223388, -0.037398323, 0.18893348, 0.66422504, -0.014200561, 0.014611824, 0.36952782, 0
62, 2056069575, 0.7224023, -0.037425585, 0.1888523, 0.66417754, -0.07382409, -0.054487877, 0.34667778, 0
65, 2056119576, 0.7224269, -0.037387703, 0.1887746, 0.6641748, -0.06745078, -0.010683696, 0.39459896, 0
66, 2056136243, 0.7224118, -0.037367955, 0.18877217, 0.6641929, -0.028231725, 0.009352677, 0.34858894, 0
67, 2056152910, 0.7224257, -0.037336886, 0.18881224, 0.66416824, -0.011405727, 0.003788824, 0.31791306, 0
70, 2056202911, 0.7223085, -0.037153244, 0.18910447, 0.66422284, -0.1356208, -0.025017582, 0.42718506, 0
71, 2056219578, 0.72222275, -0.037066285, 0.18927617, 0.6642722, -0.2287889, -0.02463951, 0.44326687, 0
73, 2056252912, 0.7221763, -0.036824256, 0.1896851, 0.6642195, -0.16467103, -0.13331547, 0.39737225, 0
74, 2056269579, 0.72209215, -0.036735892, 0.18988663, 0.6642585, -0.073975354, -0.13689509, 0.28673267, 0
75, 2056286246, 0.72214127, -0.036639843, 0.19011007, 0.6641462, 0.0020692272, 0.008286631, 0.3135891, 0
77, 2056319580, 0.7221503, -0.0365143, 0.19036022, 0.6640719, -0.016572773, 0.044911128, 0.32602692, 0
78, 2056336247, 0.7222072, -0.036463954, 0.1904506, 0.66398644, 0.018700296, 0.010065794, 0.35831547, 0
81, 2056386248, 0.72218764, -0.03624391, 0.19061662, 0.6639724, -0.06303565, -0.07417747, 0.40249252, 0
82, 2056402915, 0.7221739, -0.036147397, 0.19065692, 0.66398084, 0.005471667, -0.0873107, 0.36821747, 0
83, 2056419582, 0.72217596, -0.036070235, 0.19069736, 0.6639712, 0.0066013574, -0.051501688, 0.37991142, 0
86, 2056469583, 0.72210526, -0.035945978, 0.19060393, 0.6640816, 0.017439459, -0.040244456, 0.30811405, 0
87, 2056486250, 0.72213954, -0.03592118, 0.19050293, 0.6640747, -0.07965798, 0.020677853, 0.33155632, 0
89, 2056519584, 0.722282, -0.035939712, 0.19001818, 0.66405773, 0.04720912, -0.15611626, 0.33807087, 0
90, 2056536251, 0.72232926, -0.03604148, 0.18972795, 0.66408396, -0.009481839, -0.16304918, 0.28687668, 0
92, 2056569585, 0.72249997, -0.036425218, 0.18924186, 0.664016, -0.06871143, -0.031158991, 0.40864468, 0
93, 2056586252, 0.72256744, -0.036612105, 0.18901008, 0.66399825, 0.01570743, -0.038653884, 0.47754097, 0
